연번,호선,역번호,역명,광고시설물명,광고시설물 수량,광고대행사,데이터기준일자
3786,6,2629,삼각지(6),승강장안전문 조명(민자제외),0,,2024-11-28
3787,6,2629,삼각지(6),승강장매립형,0,탑애드,2024-11-28
3788,6,2629,삼각지(6),공간활용 프로모션,0,전홍,2024-11-28
3789,6,2629,삼각지(6),승강장음성광고,0,브랜드발전소,2024-11-28
3790,6,2629,삼각지(6),디지털종합안내도_디지털,0,,2024-11-28
3791,6,2629,삼각지(6),디지털종합안내도_인쇄식,0,,2024-11-28
3792,6,2629,삼각지(6),디지털종합안내도_조명,0,,2024-11-28
3793,6,2629,삼각지(6),스마트 정보 안내시스템,4,세종미디어그룹,2024-11-28
3794,6,2629,삼각지(6),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3795,6,2629,삼각지(6),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3796,6,2629,삼각지(6),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3797,6,2629,삼각지(6),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3798,6,2629,삼각지(6),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3799,6,2629,삼각지(6),역구내행선안내게시기,0,,2024-11-28
3800,6,2629,삼각지(6),제2기 교통카드 RF단말기 광고,16,서울신교통카드,2024-11-28
3801,6,2630,녹사평,역구내조명광고,0,뽀로로파크,2024-11-28
3802,6,2630,녹사평,역구내포스터,9,뽀로로파크,2024-11-28
3803,6,2630,녹사평,멀티비젼,0,나스미디어,2024-11-28
3804,6,2630,녹사평,디지털포스터,0,브랜드발전소,2024-11-28
3805,6,2630,녹사평,기둥조명,0,전홍,2024-11-28
3806,6,2630,녹사평,승강장안전문 조명(민자제외),0,,2024-11-28
3807,6,2630,녹사평,승강장매립형,0,탑애드,2024-11-28
3808,6,2630,녹사평,공간활용 프로모션,0,전홍,2024-11-28
3809,6,2630,녹사평,승강장음성광고,0,브랜드발전소,2024-11-28
3810,6,2630,녹사평,디지털종합안내도_디지털,0,,2024-11-28
3811,6,2630,녹사평,디지털종합안내도_인쇄식,0,,2024-11-28
3812,6,2630,녹사평,디지털종합안내도_조명,0,,2024-11-28
3813,6,2630,녹사평,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3814,6,2630,녹사평,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3815,6,2630,녹사평,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3816,6,2630,녹사평,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3817,6,2630,녹사평,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3818,6,2630,녹사평,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3819,6,2630,녹사평,역구내행선안내게시기,0,,2024-11-28
3820,6,2630,녹사평,제2기 교통카드 RF단말기 광고,18,서울신교통카드,2024-11-28
3821,6,2631,이태원,역구내조명광고,5,뽀로로파크,2024-11-28
3822,6,2631,이태원,역구내포스터,25,뽀로로파크,2024-11-28
3823,6,2631,이태원,멀티비젼,0,나스미디어,2024-11-28
3824,6,2631,이태원,디지털포스터,20,브랜드발전소,2024-11-28
3825,6,2631,이태원,기둥조명,0,전홍,2024-11-28
3826,6,2631,이태원,승강장안전문 조명(민자제외),0,,2024-11-28
3827,6,2631,이태원,승강장매립형,0,탑애드,2024-11-28
3828,6,2631,이태원,공간활용 프로모션,0,전홍,2024-11-28
3829,6,2631,이태원,승강장음성광고,0,브랜드발전소,2024-11-28
3830,6,2631,이태원,디지털종합안내도_디지털,0,,2024-11-28
3831,6,2631,이태원,디지털종합안내도_인쇄식,0,,2024-11-28
3832,6,2631,이태원,디지털종합안내도_조명,0,,2024-11-28
3833,6,2631,이태원,스마트 정보 안내시스템,3,세종미디어그룹,2024-11-28
3834,6,2631,이태원,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3835,6,2631,이태원,지하철 출입구 상단벽면,2,씨제이씨지브이,2024-11-28
3836,6,2631,이태원,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3837,6,2631,이태원,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3838,6,2631,이태원,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3839,6,2631,이태원,역구내행선안내게시기,0,,2024-11-28
3840,6,2631,이태원,제2기 교통카드 RF단말기 광고,16,서울신교통카드,2024-11-28
3841,6,2632,한강진,역구내조명광고,2,뽀로로파크,2024-11-28
3842,6,2632,한강진,역구내포스터,7,뽀로로파크,2024-11-28
3843,6,2632,한강진,멀티비젼,0,나스미디어,2024-11-28
3844,6,2632,한강진,디지털포스터,0,브랜드발전소,2024-11-28
3845,6,2632,한강진,기둥조명,0,전홍,2024-11-28
3846,6,2632,한강진,승강장안전문 조명(민자제외),0,,2024-11-28
3847,6,2632,한강진,승강장매립형,6,탑애드,2024-11-28
3848,6,2632,한강진,공간활용 프로모션,0,전홍,2024-11-28
3849,6,2632,한강진,승강장음성광고,0,브랜드발전소,2024-11-28
3850,6,2632,한강진,디지털종합안내도_디지털,0,,2024-11-28
3851,6,2632,한강진,디지털종합안내도_인쇄식,0,,2024-11-28
3852,6,2632,한강진,디지털종합안내도_조명,0,,2024-11-28
3853,6,2632,한강진,스마트 정보 안내시스템,3,세종미디어그룹,2024-11-28
3854,6,2632,한강진,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3855,6,2632,한강진,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3856,6,2632,한강진,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3857,6,2632,한강진,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3858,6,2632,한강진,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3859,6,2632,한강진,역구내행선안내게시기,0,,2024-11-28
3860,6,2632,한강진,제2기 교통카드 RF단말기 광고,10,서울신교통카드,2024-11-28
3861,6,2633,버티고개,역구내조명광고,0,뽀로로파크,2024-11-28
3862,6,2633,버티고개,역구내포스터,7,뽀로로파크,2024-11-28
3863,6,2633,버티고개,멀티비젼,0,나스미디어,2024-11-28
3864,6,2633,버티고개,디지털포스터,0,브랜드발전소,2024-11-28
3865,6,2633,버티고개,기둥조명,0,전홍,2024-11-28
3866,6,2633,버티고개,승강장안전문 조명(민자제외),0,,2024-11-28
3867,6,2633,버티고개,승강장매립형,6,탑애드,2024-11-28
3868,6,2633,버티고개,공간활용 프로모션,0,전홍,2024-11-28
3869,6,2633,버티고개,승강장음성광고,0,브랜드발전소,2024-11-28
3870,6,2633,버티고개,디지털종합안내도_디지털,0,,2024-11-28
3871,6,2633,버티고개,디지털종합안내도_인쇄식,0,,2024-11-28
3872,6,2633,버티고개,디지털종합안내도_조명,0,,2024-11-28
3873,6,2633,버티고개,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3874,6,2633,버티고개,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3875,6,2633,버티고개,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3876,6,2633,버티고개,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3877,6,2633,버티고개,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3878,6,2633,버티고개,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3879,6,2633,버티고개,역구내행선안내게시기,0,,2024-11-28
3880,6,2633,버티고개,제2기 교통카드 RF단말기 광고,7,서울신교통카드,2024-11-28
3881,6,2634,약수(6),역구내조명광고,2,뽀로로파크,2024-11-28
3882,6,2634,약수(6),역구내포스터,15,뽀로로파크,2024-11-28
3883,6,2634,약수(6),멀티비젼,0,나스미디어,2024-11-28
3884,6,2634,약수(6),디지털포스터,0,브랜드발전소,2024-11-28
3885,6,2634,약수(6),기둥조명,0,전홍,2024-11-28
3886,6,2634,약수(6),승강장안전문 조명(민자제외),0,,2024-11-28
3887,6,2634,약수(6),승강장매립형,5,탑애드,2024-11-28
3888,6,2634,약수(6),공간활용 프로모션,0,전홍,2024-11-28
3889,6,2634,약수(6),승강장음성광고,0,브랜드발전소,2024-11-28
3890,6,2634,약수(6),디지털종합안내도_디지털,0,,2024-11-28
3891,6,2634,약수(6),디지털종합안내도_인쇄식,0,,2024-11-28
3892,6,2634,약수(6),디지털종합안내도_조명,0,,2024-11-28
3893,6,2634,약수(6),스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3894,6,2634,약수(6),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3895,6,2634,약수(6),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3896,6,2634,약수(6),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3897,6,2634,약수(6),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3898,6,2634,약수(6),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3899,6,2634,약수(6),역구내행선안내게시기,0,,2024-11-28
3900,6,2634,약수(6),제2기 교통카드 RF단말기 광고,10,서울신교통카드,2024-11-28
3901,6,2635,청구(6),역구내조명광고,2,뽀로로파크,2024-11-28
3902,6,2635,청구(6),역구내포스터,6,뽀로로파크,2024-11-28
3903,6,2635,청구(6),멀티비젼,0,나스미디어,2024-11-28
3904,6,2635,청구(6),디지털포스터,0,브랜드발전소,2024-11-28
3905,6,2635,청구(6),기둥조명,0,전홍,2024-11-28
3906,6,2635,청구(6),승강장안전문 조명(민자제외),0,,2024-11-28
3907,6,2635,청구(6),승강장매립형,6,탑애드,2024-11-28
3908,6,2635,청구(6),공간활용 프로모션,0,전홍,2024-11-28
3909,6,2635,청구(6),승강장음성광고,0,브랜드발전소,2024-11-28
3910,6,2635,청구(6),디지털종합안내도_디지털,0,,2024-11-28
3911,6,2635,청구(6),디지털종합안내도_인쇄식,0,,2024-11-28
3912,6,2635,청구(6),디지털종합안내도_조명,0,,2024-11-28
3913,6,2635,청구(6),스마트 정보 안내시스템,0,세종미디어그룹,2024-11-28
3914,6,2635,청구(6),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3915,6,2635,청구(6),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3916,6,2635,청구(6),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3917,6,2635,청구(6),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3918,6,2635,청구(6),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3919,6,2635,청구(6),역구내행선안내게시기,0,,2024-11-28
3920,6,2635,청구(6),제2기 교통카드 RF단말기 광고,8,서울신교통카드,2024-11-28
3921,6,2636,신당(6),역구내조명광고,5,뽀로로파크,2024-11-28
3922,6,2636,신당(6),역구내포스터,24,뽀로로파크,2024-11-28
3923,6,2636,신당(6),멀티비젼,0,나스미디어,2024-11-28
3924,6,2636,신당(6),디지털포스터,0,브랜드발전소,2024-11-28
3925,6,2636,신당(6),기둥조명,0,전홍,2024-11-28
3926,6,2636,신당(6),승강장안전문 조명(민자제외),0,,2024-11-28
3927,6,2636,신당(6),승강장매립형,0,탑애드,2024-11-28
3928,6,2636,신당(6),공간활용 프로모션,0,전홍,2024-11-28
3929,6,2636,신당(6),승강장음성광고,0,브랜드발전소,2024-11-28
3930,6,2636,신당(6),디지털종합안내도_디지털,0,,2024-11-28
3931,6,2636,신당(6),디지털종합안내도_인쇄식,0,,2024-11-28
3932,6,2636,신당(6),디지털종합안내도_조명,0,,2024-11-28
3933,6,2636,신당(6),스마트 정보 안내시스템,6,세종미디어그룹,2024-11-28
3934,6,2636,신당(6),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3935,6,2636,신당(6),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3936,6,2636,신당(6),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3937,6,2636,신당(6),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3938,6,2636,신당(6),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3939,6,2636,신당(6),역구내행선안내게시기,0,,2024-11-28
3940,6,2636,신당(6),제2기 교통카드 RF단말기 광고,16,서울신교통카드,2024-11-28
3941,6,2637,동묘앞(6),역구내조명광고,7,뽀로로파크,2024-11-28
3942,6,2637,동묘앞(6),역구내포스터,17,뽀로로파크,2024-11-28
3943,6,2637,동묘앞(6),멀티비젼,0,나스미디어,2024-11-28
3944,6,2637,동묘앞(6),디지털포스터,0,브랜드발전소,2024-11-28
3945,6,2637,동묘앞(6),기둥조명,0,전홍,2024-11-28
3946,6,2637,동묘앞(6),승강장안전문 조명(민자제외),0,,2024-11-28
3947,6,2637,동묘앞(6),승강장매립형,0,탑애드,2024-11-28
3948,6,2637,동묘앞(6),공간활용 프로모션,0,전홍,2024-11-28
3949,6,2637,동묘앞(6),승강장음성광고,0,브랜드발전소,2024-11-28
3950,6,2637,동묘앞(6),디지털종합안내도_디지털,0,,2024-11-28
3951,6,2637,동묘앞(6),디지털종합안내도_인쇄식,0,,2024-11-28
3952,6,2637,동묘앞(6),디지털종합안내도_조명,0,,2024-11-28
3953,6,2637,동묘앞(6),스마트 정보 안내시스템,6,세종미디어그룹,2024-11-28
3954,6,2637,동묘앞(6),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3955,6,2637,동묘앞(6),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3956,6,2637,동묘앞(6),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3957,6,2637,동묘앞(6),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3958,6,2637,동묘앞(6),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3959,6,2637,동묘앞(6),역구내행선안내게시기,0,,2024-11-28
3960,6,2637,동묘앞(6),제2기 교통카드 RF단말기 광고,16,서울신교통카드,2024-11-28
3961,6,2638,창신,역구내조명광고,1,뽀로로파크,2024-11-28
3962,6,2638,창신,역구내포스터,15,뽀로로파크,2024-11-28
3963,6,2638,창신,멀티비젼,0,나스미디어,2024-11-28
3964,6,2638,창신,디지털포스터,0,브랜드발전소,2024-11-28
3965,6,2638,창신,기둥조명,0,전홍,2024-11-28
3966,6,2638,창신,승강장안전문 조명(민자제외),0,,2024-11-28
3967,6,2638,창신,승강장매립형,0,탑애드,2024-11-28
3968,6,2638,창신,공간활용 프로모션,0,전홍,2024-11-28
3969,6,2638,창신,승강장음성광고,0,브랜드발전소,2024-11-28
3970,6,2638,창신,디지털종합안내도_디지털,0,,2024-11-28
3971,6,2638,창신,디지털종합안내도_인쇄식,0,,2024-11-28
3972,6,2638,창신,디지털종합안내도_조명,0,,2024-11-28
3973,6,2638,창신,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3974,6,2638,창신,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3975,6,2638,창신,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3976,6,2638,창신,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3977,6,2638,창신,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3978,6,2638,창신,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3979,6,2638,창신,역구내행선안내게시기,0,,2024-11-28
3980,6,2638,창신,제2기 교통카드 RF단말기 광고,10,서울신교통카드,2024-11-28
3981,6,2639,보문,역구내조명광고,1,뽀로로파크,2024-11-28
3982,6,2639,보문,역구내포스터,20,뽀로로파크,2024-11-28
3983,6,2639,보문,멀티비젼,0,나스미디어,2024-11-28
3984,6,2639,보문,디지털포스터,0,브랜드발전소,2024-11-28
3985,6,2639,보문,기둥조명,0,전홍,2024-11-28
3986,6,2639,보문,승강장안전문 조명(민자제외),0,,2024-11-28
3987,6,2639,보문,승강장매립형,0,탑애드,2024-11-28
3988,6,2639,보문,공간활용 프로모션,0,전홍,2024-11-28
3989,6,2639,보문,승강장음성광고,0,브랜드발전소,2024-11-28
3990,6,2639,보문,디지털종합안내도_디지털,0,,2024-11-28
3991,6,2639,보문,디지털종합안내도_인쇄식,0,,2024-11-28
3992,6,2639,보문,디지털종합안내도_조명,0,,2024-11-28
3993,6,2639,보문,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3994,6,2639,보문,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3995,6,2639,보문,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3996,6,2639,보문,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3997,6,2639,보문,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3998,6,2639,보문,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3999,6,2639,보문,역구내행선안내게시기,0,,2024-11-28
4000,6,2639,보문,제2기 교통카드 RF단말기 광고,12,서울신교통카드,2024-11-28
4001,6,2640,안암,역구내조명광고,3,뽀로로파크,2024-11-28
4002,6,2640,안암,역구내포스터,15,뽀로로파크,2024-11-28
4003,6,2640,안암,멀티비젼,0,나스미디어,2024-11-28
4004,6,2640,안암,디지털포스터,0,브랜드발전소,2024-11-28
4005,6,2640,안암,기둥조명,0,전홍,2024-11-28
4006,6,2640,안암,승강장안전문 조명(민자제외),0,,2024-11-28
4007,6,2640,안암,승강장매립형,5,탑애드,2024-11-28
4008,6,2640,안암,공간활용 프로모션,0,전홍,2024-11-28
4009,6,2640,안암,승강장음성광고,0,브랜드발전소,2024-11-28
4010,6,2640,안암,디지털종합안내도_디지털,0,,2024-11-28
4011,6,2640,안암,디지털종합안내도_인쇄식,0,,2024-11-28
4012,6,2640,안암,디지털종합안내도_조명,0,,2024-11-28
4013,6,2640,안암,스마트 정보 안내시스템,3,세종미디어그룹,2024-11-28
4014,6,2640,안암,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4015,6,2640,안암,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4016,6,2640,안암,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4017,6,2640,안암,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4018,6,2640,안암,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4019,6,2640,안암,역구내행선안내게시기,0,,2024-11-28
4020,6,2640,안암,제2기 교통카드 RF단말기 광고,20,서울신교통카드,2024-11-28
4021,6,2641,고려대,역구내조명광고,3,뽀로로파크,2024-11-28
4022,6,2641,고려대,역구내포스터,20,뽀로로파크,2024-11-28
4023,6,2641,고려대,멀티비젼,0,나스미디어,2024-11-28
4024,6,2641,고려대,디지털포스터,0,브랜드발전소,2024-11-28
4025,6,2641,고려대,기둥조명,0,전홍,2024-11-28
4026,6,2641,고려대,승강장안전문 조명(민자제외),0,,2024-11-28
4027,6,2641,고려대,승강장매립형,3,탑애드,2024-11-28
4028,6,2641,고려대,공간활용 프로모션,0,전홍,2024-11-28
4029,6,2641,고려대,승강장음성광고,0,브랜드발전소,2024-11-28
4030,6,2641,고려대,디지털종합안내도_디지털,0,,2024-11-28
4031,6,2641,고려대,디지털종합안내도_인쇄식,0,,2024-11-28
4032,6,2641,고려대,디지털종합안내도_조명,0,,2024-11-28
4033,6,2641,고려대,스마트 정보 안내시스템,5,세종미디어그룹,2024-11-28
4034,6,2641,고려대,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4035,6,2641,고려대,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4036,6,2641,고려대,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4037,6,2641,고려대,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4038,6,2641,고려대,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4039,6,2641,고려대,역구내행선안내게시기,0,,2024-11-28
4040,6,2641,고려대,제2기 교통카드 RF단말기 광고,16,서울신교통카드,2024-11-28
4041,6,2642,월곡,역구내조명광고,4,뽀로로파크,2024-11-28
4042,6,2642,월곡,역구내포스터,20,뽀로로파크,2024-11-28
4043,6,2642,월곡,멀티비젼,0,나스미디어,2024-11-28
4044,6,2642,월곡,디지털포스터,0,브랜드발전소,2024-11-28
4045,6,2642,월곡,기둥조명,0,전홍,2024-11-28
4046,6,2642,월곡,승강장안전문 조명(민자제외),0,,2024-11-28
4047,6,2642,월곡,승강장매립형,3,탑애드,2024-11-28
4048,6,2642,월곡,공간활용 프로모션,0,전홍,2024-11-28
4049,6,2642,월곡,승강장음성광고,0,브랜드발전소,2024-11-28
4050,6,2642,월곡,디지털종합안내도_디지털,0,,2024-11-28
4051,6,2642,월곡,디지털종합안내도_인쇄식,0,,2024-11-28
4052,6,2642,월곡,디지털종합안내도_조명,0,,2024-11-28
4053,6,2642,월곡,스마트 정보 안내시스템,3,세종미디어그룹,2024-11-28
4054,6,2642,월곡,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4055,6,2642,월곡,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4056,6,2642,월곡,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4057,6,2642,월곡,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4058,6,2642,월곡,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4059,6,2642,월곡,역구내행선안내게시기,0,,2024-11-28
4060,6,2642,월곡,제2기 교통카드 RF단말기 광고,15,서울신교통카드,2024-11-28
4061,6,2643,상월곡,역구내조명광고,0,뽀로로파크,2024-11-28
4062,6,2643,상월곡,역구내포스터,13,뽀로로파크,2024-11-28
4063,6,2643,상월곡,멀티비젼,0,나스미디어,2024-11-28
4064,6,2643,상월곡,디지털포스터,0,브랜드발전소,2024-11-28
4065,6,2643,상월곡,기둥조명,0,전홍,2024-11-28
4066,6,2643,상월곡,승강장안전문 조명(민자제외),0,,2024-11-28
4067,6,2643,상월곡,승강장매립형,0,탑애드,2024-11-28
4068,6,2643,상월곡,공간활용 프로모션,0,전홍,2024-11-28
4069,6,2643,상월곡,승강장음성광고,0,브랜드발전소,2024-11-28
4070,6,2643,상월곡,디지털종합안내도_디지털,0,,2024-11-28
4071,6,2643,상월곡,디지털종합안내도_인쇄식,0,,2024-11-28
4072,6,2643,상월곡,디지털종합안내도_조명,0,,2024-11-28
4073,6,2643,상월곡,스마트 정보 안내시스템,4,세종미디어그룹,2024-11-28
4074,6,2643,상월곡,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4075,6,2643,상월곡,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4076,6,2643,상월곡,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4077,6,2643,상월곡,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4078,6,2643,상월곡,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4079,6,2643,상월곡,역구내행선안내게시기,0,,2024-11-28
4080,6,2643,상월곡,제2기 교통카드 RF단말기 광고,16,서울신교통카드,2024-11-28
4081,6,2644,돌곶이,역구내조명광고,1,뽀로로파크,2024-11-28
4082,6,2644,돌곶이,역구내포스터,11,뽀로로파크,2024-11-28
4083,6,2644,돌곶이,멀티비젼,0,나스미디어,2024-11-28
4084,6,2644,돌곶이,디지털포스터,0,브랜드발전소,2024-11-28
4085,6,2644,돌곶이,기둥조명,0,전홍,2024-11-28
4086,6,2644,돌곶이,승강장안전문 조명(민자제외),0,,2024-11-28
4087,6,2644,돌곶이,승강장매립형,4,탑애드,2024-11-28
4088,6,2644,돌곶이,공간활용 프로모션,0,전홍,2024-11-28
4089,6,2644,돌곶이,승강장음성광고,0,브랜드발전소,2024-11-28
4090,6,2644,돌곶이,디지털종합안내도_디지털,0,,2024-11-28
4091,6,2644,돌곶이,디지털종합안내도_인쇄식,0,,2024-11-28
4092,6,2644,돌곶이,디지털종합안내도_조명,0,,2024-11-28
4093,6,2644,돌곶이,스마트 정보 안내시스템,5,세종미디어그룹,2024-11-28
4094,6,2644,돌곶이,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4095,6,2644,돌곶이,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4096,6,2644,돌곶이,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4097,6,2644,돌곶이,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4098,6,2644,돌곶이,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4099,6,2644,돌곶이,역구내행선안내게시기,0,,2024-11-28
4100,6,2644,돌곶이,제2기 교통카드 RF단말기 광고,11,서울신교통카드,2024-11-28
4101,6,2645,석계,역구내조명광고,9,뽀로로파크,2024-11-28
4102,6,2645,석계,역구내포스터,16,뽀로로파크,2024-11-28
4103,6,2645,석계,멀티비젼,0,나스미디어,2024-11-28
4104,6,2645,석계,디지털포스터,0,브랜드발전소,2024-11-28
4105,6,2645,석계,기둥조명,0,전홍,2024-11-28
4106,6,2645,석계,승강장안전문 조명(민자제외),0,,2024-11-28
4107,6,2645,석계,승강장매립형,6,탑애드,2024-11-28
4108,6,2645,석계,공간활용 프로모션,0,전홍,2024-11-28
4109,6,2645,석계,승강장음성광고,0,브랜드발전소,2024-11-28
4110,6,2645,석계,디지털종합안내도_디지털,0,,2024-11-28
4111,6,2645,석계,디지털종합안내도_인쇄식,0,,2024-11-28
4112,6,2645,석계,디지털종합안내도_조명,0,,2024-11-28
4113,6,2645,석계,스마트 정보 안내시스템,5,세종미디어그룹,2024-11-28
4114,6,2645,석계,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4115,6,2645,석계,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4116,6,2645,석계,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4117,6,2645,석계,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4118,6,2645,석계,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
4119,6,2645,석계,역구내행선안내게시기,0,,2024-11-28
4120,6,2645,석계,제2기 교통카드 RF단말기 광고,26,서울신교통카드,2024-11-28
4121,6,2646,태릉입구(6),역구내조명광고,2,뽀로로파크,2024-11-28
4122,6,2646,태릉입구(6),역구내포스터,16,뽀로로파크,2024-11-28
4123,6,2646,태릉입구(6),멀티비젼,0,나스미디어,2024-11-28
4124,6,2646,태릉입구(6),디지털포스터,0,브랜드발전소,2024-11-28
4125,6,2646,태릉입구(6),기둥조명,0,전홍,2024-11-28
4126,6,2646,태릉입구(6),승강장안전문 조명(민자제외),0,,2024-11-28
4127,6,2646,태릉입구(6),승강장매립형,5,탑애드,2024-11-28
4128,6,2646,태릉입구(6),공간활용 프로모션,0,전홍,2024-11-28
4129,6,2646,태릉입구(6),승강장음성광고,0,브랜드발전소,2024-11-28
4130,6,2646,태릉입구(6),디지털종합안내도_디지털,0,,2024-11-28
4131,6,2646,태릉입구(6),디지털종합안내도_인쇄식,0,,2024-11-28
4132,6,2646,태릉입구(6),디지털종합안내도_조명,0,,2024-11-28
4133,6,2646,태릉입구(6),스마트 정보 안내시스템,0,세종미디어그룹,2024-11-28
4134,6,2646,태릉입구(6),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
4135,6,2646,태릉입구(6),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
4136,6,2646,태릉입구(6),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
4137,6,2646,태릉입구(6),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
4138,6,2646,태릉입구(6),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
