연번,호선,역번호,역명,광고시설물명,광고시설물 수량,광고대행사,데이터기준일자
342,2,208,왕십리(2),역구내포스터,6,브랜드발전소,2024-11-28
343,2,208,왕십리(2),멀티비젼,0,나스미디어,2024-11-28
344,2,208,왕십리(2),디지털포스터,0,브랜드발전소,2024-11-28
345,2,208,왕십리(2),기둥조명,2,전홍,2024-11-28
346,2,208,왕십리(2),승강장안전문 조명(민자제외),9,에스엘엠엔씨,2024-11-28
347,2,208,왕십리(2),승강장매립형,0,,2024-11-28
348,2,208,왕십리(2),공간활용 프로모션,0,전홍,2024-11-28
349,2,208,왕십리(2),승강장음성광고,0,양진텔레콤,2024-11-28
350,2,208,왕십리(2),디지털종합안내도_디지털,12,싸인텔레콤,2024-11-28
351,2,208,왕십리(2),디지털종합안내도_인쇄식,2,싸인텔레콤,2024-11-28
352,2,208,왕십리(2),디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
353,2,208,왕십리(2),스마트 정보 안내시스템,0,,2024-11-28
354,2,208,왕십리(2),디지털보드,4,씨에스와이커뮤니케이션,2024-11-28
355,2,208,왕십리(2),지하철 출입구 상단벽면,2,씨제이씨지브이,2024-11-28
356,2,208,왕십리(2),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
357,2,208,왕십리(2),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
358,2,208,왕십리(2),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
359,2,208,왕십리(2),역구내행선안내게시기,18,비츠로미디어,2024-11-28
360,2,208,왕십리(2),제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
361,2,209,한양대,역구내조명광고,1,브랜드발전소,2024-11-28
362,2,209,한양대,역구내포스터,0,브랜드발전소,2024-11-28
363,2,209,한양대,멀티비젼,0,나스미디어,2024-11-28
364,2,209,한양대,디지털포스터,0,브랜드발전소,2024-11-28
365,2,209,한양대,기둥조명,0,전홍,2024-11-28
366,2,209,한양대,승강장안전문 조명(민자제외),5,에스엘엠엔씨,2024-11-28
367,2,209,한양대,승강장매립형,0,,2024-11-28
368,2,209,한양대,공간활용 프로모션,0,전홍,2024-11-28
369,2,209,한양대,승강장음성광고,0,양진텔레콤,2024-11-28
370,2,209,한양대,디지털종합안내도_디지털,7,싸인텔레콤,2024-11-28
371,2,209,한양대,디지털종합안내도_인쇄식,5,싸인텔레콤,2024-11-28
372,2,209,한양대,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
373,2,209,한양대,스마트 정보 안내시스템,0,,2024-11-28
374,2,209,한양대,디지털보드,1,씨에스와이커뮤니케이션,2024-11-28
375,2,209,한양대,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
376,2,209,한양대,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
377,2,209,한양대,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
378,2,209,한양대,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
379,2,209,한양대,역구내행선안내게시기,13,비츠로미디어,2024-11-28
380,2,209,한양대,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
381,2,210,뚝섬,역구내조명광고,1,브랜드발전소,2024-11-28
382,2,210,뚝섬,역구내포스터,6,브랜드발전소,2024-11-28
383,2,210,뚝섬,멀티비젼,0,나스미디어,2024-11-28
384,2,210,뚝섬,디지털포스터,0,브랜드발전소,2024-11-28
385,2,210,뚝섬,기둥조명,0,전홍,2024-11-28
386,2,210,뚝섬,승강장안전문 조명(민자제외),0,에스엘엠엔씨,2024-11-28
387,2,210,뚝섬,승강장매립형,0,,2024-11-28
388,2,210,뚝섬,공간활용 프로모션,0,전홍,2024-11-28
389,2,210,뚝섬,승강장음성광고,0,양진텔레콤,2024-11-28
390,2,210,뚝섬,디지털종합안내도_디지털,6,싸인텔레콤,2024-11-28
391,2,210,뚝섬,디지털종합안내도_인쇄식,4,싸인텔레콤,2024-11-28
392,2,210,뚝섬,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
393,2,210,뚝섬,스마트 정보 안내시스템,0,,2024-11-28
394,2,210,뚝섬,디지털보드,1,씨에스와이커뮤니케이션,2024-11-28
395,2,210,뚝섬,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
396,2,210,뚝섬,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
397,2,210,뚝섬,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
398,2,210,뚝섬,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
399,2,210,뚝섬,역구내행선안내게시기,15,비츠로미디어,2024-11-28
400,2,210,뚝섬,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
401,2,211,성수,역구내조명광고,0,브랜드발전소,2024-11-28
402,2,211,성수,역구내포스터,13,브랜드발전소,2024-11-28
403,2,211,성수,멀티비젼,0,나스미디어,2024-11-28
404,2,211,성수,디지털포스터,7,브랜드발전소,2024-11-28
405,2,211,성수,기둥조명,0,전홍,2024-11-28
406,2,211,성수,승강장안전문 조명(민자제외),0,에스엘엠엔씨,2024-11-28
407,2,211,성수,승강장매립형,0,,2024-11-28
408,2,211,성수,공간활용 프로모션,0,전홍,2024-11-28
409,2,211,성수,승강장음성광고,0,양진텔레콤,2024-11-28
410,2,211,성수,디지털종합안내도_디지털,6,싸인텔레콤,2024-11-28
411,2,211,성수,디지털종합안내도_인쇄식,0,싸인텔레콤,2024-11-28
412,2,211,성수,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
413,2,211,성수,스마트 정보 안내시스템,0,,2024-11-28
414,2,211,성수,디지털보드,1,씨에스와이커뮤니케이션,2024-11-28
415,2,211,성수,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
416,2,211,성수,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
417,2,211,성수,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
418,2,211,성수,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
419,2,211,성수,역구내행선안내게시기,22,비츠로미디어,2024-11-28
420,2,211,성수,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
421,2,212,건대입구(2),역구내조명광고,6,브랜드발전소,2024-11-28
422,2,212,건대입구(2),역구내포스터,9,브랜드발전소,2024-11-28
423,2,212,건대입구(2),멀티비젼,1,나스미디어,2024-11-28
424,2,212,건대입구(2),디지털포스터,0,브랜드발전소,2024-11-28
425,2,212,건대입구(2),기둥조명,2,전홍,2024-11-28
426,2,212,건대입구(2),승강장안전문 조명(민자제외),68,에스엘엠엔씨,2024-11-28
427,2,212,건대입구(2),승강장매립형,0,,2024-11-28
428,2,212,건대입구(2),공간활용 프로모션,1,전홍,2024-11-28
429,2,212,건대입구(2),승강장음성광고,0,양진텔레콤,2024-11-28
430,2,212,건대입구(2),디지털종합안내도_디지털,9,싸인텔레콤,2024-11-28
431,2,212,건대입구(2),디지털종합안내도_인쇄식,0,싸인텔레콤,2024-11-28
432,2,212,건대입구(2),디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
433,2,212,건대입구(2),스마트 정보 안내시스템,0,,2024-11-28
434,2,212,건대입구(2),디지털보드,11,씨에스와이커뮤니케이션,2024-11-28
435,2,212,건대입구(2),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
436,2,212,건대입구(2),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
437,2,212,건대입구(2),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
438,2,212,건대입구(2),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
439,2,212,건대입구(2),역구내행선안내게시기,17,비츠로미디어,2024-11-28
440,2,212,건대입구(2),제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
441,2,213,구의,역구내조명광고,0,브랜드발전소,2024-11-28
442,2,213,구의,역구내포스터,5,브랜드발전소,2024-11-28
443,2,213,구의,멀티비젼,0,나스미디어,2024-11-28
444,2,213,구의,디지털포스터,0,브랜드발전소,2024-11-28
445,2,213,구의,기둥조명,0,전홍,2024-11-28
446,2,213,구의,승강장안전문 조명(민자제외),4,에스엘엠엔씨,2024-11-28
447,2,213,구의,승강장매립형,0,,2024-11-28
448,2,213,구의,공간활용 프로모션,0,전홍,2024-11-28
449,2,213,구의,승강장음성광고,0,양진텔레콤,2024-11-28
450,2,213,구의,디지털종합안내도_디지털,6,싸인텔레콤,2024-11-28
451,2,213,구의,디지털종합안내도_인쇄식,0,싸인텔레콤,2024-11-28
452,2,213,구의,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
453,2,213,구의,스마트 정보 안내시스템,0,,2024-11-28
454,2,213,구의,디지털보드,1,씨에스와이커뮤니케이션,2024-11-28
455,2,213,구의,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
456,2,213,구의,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
457,2,213,구의,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
458,2,213,구의,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
459,2,213,구의,역구내행선안내게시기,13,비츠로미디어,2024-11-28
460,2,213,구의,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
461,2,214,강변,역구내조명광고,1,브랜드발전소,2024-11-28
462,2,214,강변,역구내포스터,4,브랜드발전소,2024-11-28
463,2,214,강변,멀티비젼,0,나스미디어,2024-11-28
464,2,214,강변,디지털포스터,0,브랜드발전소,2024-11-28
465,2,214,강변,기둥조명,0,전홍,2024-11-28
466,2,214,강변,승강장안전문 조명(민자제외),0,에스엘엠엔씨,2024-11-28
467,2,214,강변,승강장매립형,0,,2024-11-28
468,2,214,강변,공간활용 프로모션,0,전홍,2024-11-28
469,2,214,강변,승강장음성광고,0,양진텔레콤,2024-11-28
470,2,214,강변,디지털종합안내도_디지털,5,싸인텔레콤,2024-11-28
471,2,214,강변,디지털종합안내도_인쇄식,1,싸인텔레콤,2024-11-28
472,2,214,강변,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
473,2,214,강변,스마트 정보 안내시스템,0,,2024-11-28
474,2,214,강변,디지털보드,4,씨에스와이커뮤니케이션,2024-11-28
475,2,214,강변,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
476,2,214,강변,승강장안전문 광고(민자)_일반형,68,유진메트로컴,2024-11-28
477,2,214,강변,승강장안전문 광고(민자)_난간형,160,유진메트로컴,2024-11-28
478,2,214,강변,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
479,2,214,강변,역구내행선안내게시기,14,비츠로미디어,2024-11-28
480,2,214,강변,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
481,2,215,잠실나루,역구내조명광고,0,브랜드발전소,2024-11-28
482,2,215,잠실나루,역구내포스터,6,브랜드발전소,2024-11-28
483,2,215,잠실나루,멀티비젼,0,나스미디어,2024-11-28
484,2,215,잠실나루,디지털포스터,0,브랜드발전소,2024-11-28
485,2,215,잠실나루,기둥조명,0,전홍,2024-11-28
486,2,215,잠실나루,승강장안전문 조명(민자제외),4,에스엘엠엔씨,2024-11-28
487,2,215,잠실나루,승강장매립형,0,,2024-11-28
488,2,215,잠실나루,공간활용 프로모션,0,전홍,2024-11-28
489,2,215,잠실나루,승강장음성광고,0,양진텔레콤,2024-11-28
490,2,215,잠실나루,디지털종합안내도_디지털,4,싸인텔레콤,2024-11-28
491,2,215,잠실나루,디지털종합안내도_인쇄식,2,싸인텔레콤,2024-11-28
492,2,215,잠실나루,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
493,2,215,잠실나루,스마트 정보 안내시스템,0,,2024-11-28
494,2,215,잠실나루,디지털보드,2,씨에스와이커뮤니케이션,2024-11-28
495,2,215,잠실나루,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
496,2,215,잠실나루,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
497,2,215,잠실나루,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
498,2,215,잠실나루,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
499,2,215,잠실나루,역구내행선안내게시기,12,비츠로미디어,2024-11-28
500,2,215,잠실나루,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
501,2,216,잠실(2),역구내조명광고,11,브랜드발전소,2024-11-28
502,2,216,잠실(2),역구내포스터,7,브랜드발전소,2024-11-28
503,2,216,잠실(2),멀티비젼,3,나스미디어,2024-11-28
504,2,216,잠실(2),디지털포스터,0,브랜드발전소,2024-11-28
505,2,216,잠실(2),기둥조명,4,전홍,2024-11-28
506,2,216,잠실(2),승강장안전문 조명(민자제외),44,에스엘엠엔씨,2024-11-28
507,2,216,잠실(2),승강장매립형,0,,2024-11-28
508,2,216,잠실(2),공간활용 프로모션,1,전홍,2024-11-28
509,2,216,잠실(2),승강장음성광고,0,양진텔레콤,2024-11-28
510,2,216,잠실(2),디지털종합안내도_디지털,6,싸인텔레콤,2024-11-28
511,2,216,잠실(2),디지털종합안내도_인쇄식,1,싸인텔레콤,2024-11-28
512,2,216,잠실(2),디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
513,2,216,잠실(2),스마트 정보 안내시스템,0,,2024-11-28
514,2,216,잠실(2),디지털보드,9,씨에스와이커뮤니케이션,2024-11-28
515,2,216,잠실(2),지하철 출입구 상단벽면,3,씨제이씨지브이,2024-11-28
516,2,216,잠실(2),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
517,2,216,잠실(2),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
518,2,216,잠실(2),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
519,2,216,잠실(2),역구내행선안내게시기,17,비츠로미디어,2024-11-28
520,2,216,잠실(2),제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
521,2,217,잠실새내,역구내조명광고,0,브랜드발전소,2024-11-28
522,2,217,잠실새내,역구내포스터,20,브랜드발전소,2024-11-28
523,2,217,잠실새내,멀티비젼,0,나스미디어,2024-11-28
524,2,217,잠실새내,디지털포스터,0,브랜드발전소,2024-11-28
525,2,217,잠실새내,기둥조명,0,전홍,2024-11-28
526,2,217,잠실새내,승강장안전문 조명(민자제외),6,에스엘엠엔씨,2024-11-28
527,2,217,잠실새내,승강장매립형,0,,2024-11-28
528,2,217,잠실새내,공간활용 프로모션,0,전홍,2024-11-28
529,2,217,잠실새내,승강장음성광고,0,양진텔레콤,2024-11-28
530,2,217,잠실새내,디지털종합안내도_디지털,0,싸인텔레콤,2024-11-28
531,2,217,잠실새내,디지털종합안내도_인쇄식,13,싸인텔레콤,2024-11-28
532,2,217,잠실새내,디지털종합안내도_조명,0,싸인텔레콤,2024-11-28
533,2,217,잠실새내,스마트 정보 안내시스템,0,,2024-11-28
534,2,217,잠실새내,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
535,2,217,잠실새내,지하철 출입구 상단벽면,2,씨제이씨지브이,2024-11-28
536,2,217,잠실새내,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
537,2,217,잠실새내,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
538,2,217,잠실새내,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
539,2,217,잠실새내,역구내행선안내게시기,18,비츠로미디어,2024-11-28
540,2,217,잠실새내,제2기 교통카드 RF단말기 광고,0,서울신교통카드,2024-11-28
541,2,218,종합운동장(2),역구내조명광고,0,브랜드발전소,2024-11-28
542,2,218,종합운동장(2),역구내포스터,0,브랜드발전소,2024-11-28
543,2,218,종합운동장(2),멀티비젼,0,나스미디어,2024-11-28
544,2,218,종합운동장(2),디지털포스터,0,브랜드발전소,2024-11-28
545,2,218,종합운동장(2),기둥조명,0,전홍,2024-11-28
546,2,218,종합운동장(2),승강장안전문 조명(민자제외),10,에스엘엠엔씨,2024-11-28
547,2,218,종합운동장(2),승강장매립형,0,,2024-11-28
548,2,218,종합운동장(2),공간활용 프로모션,0,전홍,2024-11-28
549,2,218,종합운동장(2),승강장음성광고,0,양진텔레콤,2024-11-28
550,2,218,종합운동장(2),디지털종합안내도_디지털,10,싸인텔레콤,2024-11-28
551,2,218,종합운동장(2),디지털종합안내도_인쇄식,2,싸인텔레콤,2024-11-28
552,2,218,종합운동장(2),디지털종합안내도_조명,3,싸인텔레콤,2024-11-28
553,2,218,종합운동장(2),스마트 정보 안내시스템,0,,2024-11-28
